no,모델명,연월,연식,연료,인승,최대출력(마력),기통,최대토크(kgm),구동방식,자동수동,국산/수입,신차가(만원),가격(만원),주행거리
2988,현대 뉴 에쿠스 VS 380 프레스티지 VVIP팩,11/04(12년형),2012.0,가솔린,,334.0,6.0,40.3,FR,,국산,10173.0,2950.0,100000
2989,기아 올 뉴 쏘렌토 2.0 디젤 4WD 노블레스 스페셜,16/10(17년형),2017.0,디젤,,186.0,4.0,41.0,4WD,,국산,3530.0,2800.0,20000
2990,현대 그랜져IG 하이브리드 2.4 HEV 익스클루시브 스페셜,18/01,2018.0,가솔린+전기,,199.0,4.0,26.7,FF,,국산,4138.0,3490.0,40000
2991,현대 i30 1.6 VVT 럭셔리,10/02,2010.0,가솔린,,124.0,4.0,15.9,FF,,국산,1482.0,690.0,130000
2992,기아 뉴 쏘렌토 7인승 2.5 VGT TLX 4WD 고급형,06/04(07년형),2007.0,디젤,,178.0,4.0,41.0,4WD,,국산,2903.0,690.0,240000
2993,두성 이동업무차,10/07,2010.0,디젤,,174.0,,41.0,,,국산,,3890.0,40000
2994,GM대우 젠트라X 1.2 SX,09/06(10년형),2010.0,가솔린,,85.0,4.0,11.5,FF,,국산,1075.0,98.0,180000
2995,에드윈 350SF 캠핑카,07/04,2007.0,디젤,,,,,,,국산,,3390.0,130000
2996,현대 뉴 클릭 1.5 VGT i 디럭스,10/06(11년형),2011.0,디젤,5.0,112.0,4.0,24.5,FF,수동,국산,1252.0,450.0,140000
2997,기아 K5 2.0 프레스티지 브라운,11/02,2011.0,가솔린,,165.0,4.0,20.2,FF,,국산,2595.0,1090.0,80000
2998,현대 뉴 에쿠스 VS 380 프라임,09/09(10년형),2010.0,가솔린,,290.0,6.0,36.5,FR,,국산,7580.0,790.0,230000
2999,현대 갤로퍼 롱바디 터보 인터쿨러 엑시드 6인승,96/06,1996.0,디젤,7.0,,,,4WD,수동,국산,,890.0,120000
3000,현대 뉴 제네시스 G330 프리미엄 AWD,16/09,2016.0,가솔린,,282.0,6.0,35.4,AWD,,국산,5401.0,3150.0,10000
3001,현대 그랜져HG 300 LPG 모던,14/07(15년형),2015.0,LPG,,235.0,,28.6,FF,,국산,,1150.0,140000
3002,르노삼성 SM7 뉴 아트 LE23,08/09,2008.0,가솔린,,170.0,6.0,23.0,FF,,국산,3100.0,690.0,220000
3003,현대 제네시스 쿠페 200 터보 D,10/10(11년형),2011.0,가솔린,,210.0,4.0,30.5,FR,,국산,2417.0,720.0,90000
3004,현대 아반떼HD 1.6 VVT S16 프리미어,09/09(10년형),2010.0,가솔린,,124.0,4.0,15.9,FF,,국산,1804.0,730.0,80000
3005,기아 봉고3 캠핑카,14/01,2014.0,디젤,5.0,,,,FR,수동,국산,,2100.0,20000
3006,기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 프레스티지,18/00,2018.0,디젤,,202.0,4.0,45.0,FF,,국산,5163.0,5800.0,24
3007,GM대우 라세티 프리미어 SX 고급형,09/12(10년형),2010.0,가솔린,,114.0,4.0,15.5,FF,,국산,1641.0,249.0,130000
3008,현대 더 뉴 제네시스 쿠페 380 GT R,14/01,2014.0,가솔린,,350.0,6.0,40.8,FR,,국산,3583.0,1980.0,60000
3009,현대 NF쏘나타 N20 디럭스 고급형,06/08(07년형),2007.0,가솔린,,,,,,수동,국산,1894.0,398.0,60000
3010,현대 베라크루즈 2WD 300X 디럭스,07/11(08년형),2008.0,디젤,,240.0,6.0,46.0,FF,,국산,3549.0,820.0,230000
3011,기아 K5 2세대 2.0 가솔린 MX 럭셔리,16/00,2016.0,가솔린,,168.0,4.0,20.5,FF,,국산,2385.0,830.0,130000
3012,현대 YF쏘나타 2.0 Y20 탑,11/11(12년형),2012.0,가솔린,,,,,,,국산,,699.0,160000
3013,현대 에쿠스 JS 350 밸류,03/12,2003.0,가솔린,,220.0,6.0,25.8,FF,,국산,4637.0,330.0,260000
3014,현대 뉴 에쿠스 VL 500 프레스티지,09/10(10년형),2010.0,가솔린,,400.0,8.0,51.0,FR,,국산,14600.0,1980.0,80000
3015,현대 더 뉴 제네시스 쿠페 200 터보 S,12/08,2012.0,가솔린,,275.0,4.0,38.0,FR,,국산,2965.0,1460.0,70000
3016,기아 포르테 1.6 GDI 럭셔리,11/09(12년형),2012.0,가솔린,,140.0,4.0,16.9,FF,,국산,1632.0,549.0,100000
3017,GM대우 라세티 프리미어 ID CDX 고급형,10/09,2010.0,가솔린,,142.0,4.0,17.9,FF,,국산,1854.0,599.0,100000
3018,기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 럭셔리,17/11(18년형),2018.0,디젤,,202.0,4.0,45.0,FF,,국산,4815.0,3344.0,50000
3019,GM대우 라세티 프리미어 ID CDX 일반형,10/11(11년형),2011.0,가솔린,,142.0,4.0,17.9,FF,,국산,1682.0,590.0,100000
3020,쌍용 액티언 스포츠 AX5 2WD 클럽,10/05,2010.0,디젤,,145.0,,31.6,FR,,국산,2096.0,350.0,220000
3021,현대 벨로스터 터보 D 스펙,14/07(15년형),2015.0,가솔린,4.0,204.0,4.0,26.9,FF,수동,국산,2190.0,1050.0,50000
3022,GM대우 라세티 프리미어 ID CDX 고급형,09/11(10년형),2010.0,가솔린,,142.0,4.0,17.9,FF,,국산,1854.0,799.0,70000
3023,현대 LF쏘나타 2.0 LPi 스마트,15/06,2015.0,LPG,,151.0,,19.8,FF,,국산,,849.0,80000
3024,르노삼성 QM3 RE,15/05,2015.0,디젤,,90.0,4.0,22.4,FF,,국산,2495.0,830.0,30000
3025,현대 포터 장축 내장탑차,03/10,2003.0,LPG,,,,,FR,수동,국산,,300.0,50000
3026,쉐보레 스파크 LPGi LT,12/09,2012.0,LPG,,65.0,4.0,9.3,FF,,국산,1256.0,290.0,160000
3027,기아 스포티지R 2.0 디젤 2WD TLX 최고급형,10/11(11년형),2011.0,디젤,,184.0,4.0,40.0,FF,,국산,2499.0,1490.0,50000
3028,쉐보레 크루즈 2.0 LTZ,12/05,2012.0,디젤,,,,,,수동,국산,2035.0,820.0,100000
3029,현대 벨로스터 익스트림,12/01,2012.0,가솔린,,140.0,4.0,17.0,FF,,국산,2095.0,790.0,130000
3030,기아 올 뉴 모닝 1.0 가솔린 스마트 스페셜,11/11(12년형),2012.0,가솔린,,82.0,3.0,9.6,FF,,국산,960.0,560.0,50000
3031,현대 더 뉴 그랜드스타렉스 리무진 9인승 익스클루시브 4WD,19/01,2019.0,디젤,,175.0,4.0,46.0,4WD,,국산,4730.0,4899.0,10000
3032,기아 K5 2.0 터보 프레스티지,12/05(13년형),2013.0,가솔린,,271.0,4.0,37.1,FF,,국산,2850.0,1949.0,50000
3033,현대 뉴 i30 1.6 GDi 익스트림,12/07,2012.0,가솔린,,140.0,4.0,16.9,FF,,국산,2005.0,990.0,80000
3034,기아 모하비 KV300 4WD 고급형,08/07,2008.0,디젤,,250.0,6.0,55.1,4WD,,국산,4233.0,1850.0,180000
3035,기아 K5 2.0 LPi 프레스티지,12/06(13년형),2013.0,LPG,,144.0,,19.3,FF,,국산,,1359.0,110000
3036,기아 더 K9 3.8 GDI 플래티넘Ⅱ,18/05(19년형),2019.0,가솔린,,315.0,6.0,40.5,FR,,국산,5841.0,4899.0,20000
3037,현대 제네시스 쿠페 200 터보 P,08/11(09년형),2009.0,가솔린,,210.0,4.0,30.5,FR,,국산,2641.0,1050.0,100000
3038,기아 더 뉴 K7 3.0 LPi 프레스티지,14/12(15년형),2015.0,LPG,,,,,,,국산,,1650.0,110000
3039,기아 더 뉴 카렌스 2.0 LPi 프레스티지,17/10(18년형),2018.0,LPG,,148.0,4.0,19.7,FF,,국산,2184.0,1750.0,20000
3040,기아 더 뉴 K7 3.0 LPi 럭셔리,15/09(16년형),2016.0,LPG,,,,,,,국산,,1050.0,90000
3041,기아 모하비 KV300 4WD 최고급형,09/05,2009.0,디젤,,250.0,6.0,55.1,4WD,,국산,4590.0,2190.0,80000
3042,현대 NF쏘나타 N20 VGT 럭셔리 고급형,07/01,2007.0,가솔린,,146.0,4.0,32.0,FF,,국산,2461.0,450.0,180000
3043,기아 스포티지R 2.0 T-GDI 2WD 리미티드,12/02,2012.0,가솔린,,261.0,4.0,37.1,FF,,국산,2710.0,890.0,70000
3044,쉐보레 스파크 LT 스페셜 에디션,12/11,2012.0,가솔린,,70.0,4.0,9.4,FF,,국산,1049.0,520.0,60000
3045,현대 LF쏘나타 1.6 T-GDi 와일드 버건디,15/11(16년형),2016.0,가솔린,,180.0,4.0,27.0,FF,,국산,2760.0,2250.0,20000
3046,현대 코나 1.6 T-GDi 2WD 아이언맨 에디션,19/07,2019.0,가솔린,,177.0,4.0,27.0,FF,,국산,2945.0,2450.0,1000
3047,쌍용 렉스턴 XJ290 4WD 최고급형,02/05,2002.0,디젤,,,,,,,국산,,190.0,190000
3048,현대 그랜져HG 220 디젤 모던,15/12(16년형),2016.0,디젤,,202.0,4.0,45.0,FF,,국산,3215.0,1350.0,110000
3049,기아 봉고 프론티어 2.5톤 덤프,00/02,2000.0,디젤,3.0,,,,FR,수동,국산,,1050.0,180000
3050,기아 봉고3 1톤 4X2 CRDI 초장축 표준캡,10/02,2010.0,디젤,3.0,,,,FR,수동,국산,,550.0,170000
3051,현대 올 뉴 투싼 1.7 E-VGT 2WD 모던,18/06,2018.0,디젤,,141.0,4.0,34.7,FF,,국산,2575.0,1880.0,7000
3052,현대 뉴 i30 1.6 VGT PYL 튜익스 블랙 라이트,12/04,2012.0,디젤,,128.0,4.0,26.5,FF,,국산,2330.0,1050.0,110000
3053,현대 아반떼AD 1.6 GDi 스타일,16/08(17년형),2017.0,가솔린,,,4.0,,FF,,국산,1420.0,1099.0,70000
3054,현대 그랜저 뉴 럭셔리 Q270 럭셔리,09/08(10년형),2010.0,가솔린,,195.0,6.0,25.5,FF,,국산,3182.0,900.0,80000
3055,현대 그랜져HG 240 스페셜,12/12(13년형),2013.0,가솔린,,201.0,,25.5,FF,,국산,,1590.0,100000
3056,기아 포르테 해치백 1.6 GDI 디럭스,12/05(13년형),2013.0,가솔린,5.0,140.0,4.0,17.0,FF,수동,국산,1364.0,470.0,90000
3057,쌍용 코란도 스포츠 CX7 4WD 패션,15/07(16년형),2016.0,디젤,,155.0,,36.7,4WD,,국산,,2200.0,20000
3058,현대 뉴 투싼ix 2.0 디젤 2WD 스마트 스페셜,14/02,2014.0,디젤,,184.0,4.0,40.0,FF,,국산,2380.0,1430.0,90000
3059,현대 포니2 픽업,88/03,1988.0,가솔린,2.0,,,12.5,FR,수동,국산,227.0,1050.0,190000
3060,르노삼성 SM7 VQ23 XE,05/05,2005.0,가솔린,,170.0,6.0,23.0,FF,,국산,2630.0,650.0,210000
3061,기아 레이 1.0 가솔린 디럭스 스페셜,12/05,2012.0,가솔린,,78.0,3.0,9.6,FF,,국산,1290.0,880.0,90000
3062,현대 뉴 클릭 1.4 DOHC i 디럭스,09/06,2009.0,가솔린,,,4.0,,FF,,국산,838.0,298.0,50000
3063,기아 모하비 KV300 상시 4WD,14/04,2014.0,디젤,,260.0,6.0,56.0,4WD,,국산,4625.0,3500.0,40000
3064,현대 LF쏘나타 2.0 CVVL 스마트 스페셜,14/07(15년형),2015.0,가솔린,,168.0,4.0,20.5,FF,,국산,2695.0,1700.0,40000
3065,현대 더 뉴 i30 2.0 GDi PYL,15/08(16년형),2016.0,가솔린,,172.0,4.0,21.0,FF,,국산,1944.0,1190.0,80000
3066,현대 제네시스 쿠페 200 터보 R,08/10(09년형),2009.0,가솔린,4.0,210.0,4.0,30.5,FR,수동,국산,2942.0,1190.0,120000
3067,기아 그랜드카니발 GLX 고급형,07/10,2007.0,디젤,,170.0,4.0,36.0,FF,,국산,2390.0,720.0,170000
3068,현대 제네시스 BH330 럭셔리,08/02,2008.0,가솔린,,262.0,6.0,32.1,FR,,국산,4724.0,1690.0,140000
3069,르노삼성 SM5 노바 디젤 D 프리미엄,15/09(16년형),2016.0,디젤,,110.0,4.0,24.5,FF,,국산,2590.0,1300.0,60000
3070,기아 쏘렌토R 2.2 TLX 4WD 고급형,11/11(12년형),2012.0,디젤,,200.0,4.0,44.5,4WD,,국산,3134.0,899.0,180000
3071,기아 K7 VG270 럭셔리 프리미엄,10/06(11년형),2011.0,가솔린,,200.0,6.0,26.0,FF,,국산,3590.0,940.0,100000
3072,르노삼성 SM5 뉴 임프레션 LE 익스클루시브,09/11(10년형),2010.0,가솔린,,143.0,4.0,20.0,FF,,국산,2460.0,420.0,180000
3073,기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스,17/07(18년형),2018.0,디젤,,202.0,4.0,45.0,FF,,국산,5544.0,4490.0,10000
3074,현대 i30 1.6 VVT 프리미어,08/02,2008.0,가솔린,,124.0,4.0,15.9,FF,,국산,1743.0,450.0,110000
3075,기아 K5 2.0 터보 노블레스,12/03(13년형),2013.0,가솔린,,271.0,4.0,37.1,FF,,국산,2925.0,790.0,120000
3076,기아 K5 2.0 LPi 프레스티지,11/02,2011.0,LPG,,144.0,,19.3,FF,,국산,,950.0,110000
3077,쌍용 액티언 클럽 2WD,09/05,2009.0,디젤,,,,,,수동,국산,2180.0,200.0,170000
3078,쌍용 액티언 CX7 2WD 최고급형,06/01,2006.0,디젤,,,4.0,,FR,,국산,2158.0,690.0,150000
3079,현대 제네시스 쿠페 200 터보 R,09/02,2009.0,가솔린,,210.0,4.0,30.5,FR,,국산,2942.0,690.0,120000
3080,현대 그랜져HG 240 럭셔리,13/11(14년형),2014.0,가솔린,,201.0,4.0,25.5,FF,,국산,2994.0,1550.0,70000
3081,현대 한솔이동기지국,97/10,1997.0,디젤,,,,,,수동,국산,,3000.0,6000
3082,기아 뉴모닝 LX 기본형,08/10(09년형),2009.0,가솔린,,64.0,4.0,8.8,FF,,국산,753.0,350.0,40000
3083,기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 프레스티지,18/00,2018.0,디젤,,202.0,4.0,45.0,FF,,국산,5163.0,5430.0,24
3084,쌍용 코란도 C 클러비 2WD 파크,12/04,2012.0,디젤,,181.0,4.0,36.7,FF,,국산,2500.0,620.0,80000
3085,기아 뉴모닝 SLX 스페셜,11/01,2011.0,가솔린,,72.0,4.0,9.2,FF,,국산,986.0,390.0,150000
3086,현대 YF쏘나타 2.0 Y20 LPi 프리미어 장애인용,11/04,2011.0,LPG,,157.0,,20.0,FF,,국산,,450.0,140000
3087,기아 레이 1.0 가솔린 프레스티지,15/01,2015.0,가솔린,,78.0,3.0,9.6,FF,,국산,1534.0,1220.0,10000
3088,현대 제네시스 쿠페 200 터보 P,08/10(09년형),2009.0,가솔린,,210.0,4.0,30.5,FR,,국산,2641.0,950.0,100000
3089,스타모빌 이동업무차,18/05,2018.0,디젤,,,,,,,국산,,3650.0,20000
3090,현대 그랜드스타렉스 WAGON 12인승 CVX 럭셔리,15/02,2015.0,디젤,,,,,,,국산,,1100.0,110000
3091,기아 그랜드카니발 GLX 기본형,07/08,2007.0,디젤,,170.0,4.0,36.0,FF,,국산,2270.0,320.0,290000
3092,현대 제네시스 쿠페 200 터보 P,09/09(10년형),2010.0,가솔린,4.0,210.0,4.0,30.5,FR,수동,국산,2641.0,990.0,110000
3093,현대 엑센트 1.6 GDi 위트 프리미엄,13/05(14년형),2014.0,가솔린,,140.0,4.0,16.9,FF,,국산,1640.0,860.0,60000
3094,기아 스포티지 2.0 디젤 2WD 트렌디,15/10(16년형),2016.0,디젤,,186.0,4.0,41.0,FF,,국산,2346.0,1300.0,70000
3095,현대 제네시스 쿠페 200 터보 P,08/12(09년형),2009.0,가솔린,,210.0,4.0,30.5,FR,,국산,2641.0,690.0,140000
3096,기아 더 뉴 모닝 1.0 가솔린 럭셔리,16/05,2016.0,가솔린,,,3.0,,FF,,국산,1190.0,760.0,10000
3097,쉐보레 카마로 SS 6.2 V8,16/11(17년형),2017.0,가솔린,,453.0,8.0,62.9,FR,,국산,5098.0,2800.0,20000
3098,쌍용 뉴코란도 602EL 밴 디젤 고급형,01/09,2001.0,디젤,,,,,,수동,국산,,150.0,200000
3099,쌍용 뉴 체어맨W CW600 4트로닉 VIP,14/08(15년형),2015.0,가솔린,,225.0,6.0,30.2,AWD,,국산,6740.0,3490.0,40000
3100,현대 뉴 투스카니 2.7 엘리사 레드팩,07/05,2007.0,가솔린,,167.0,6.0,25.0,FF,,국산,2558.0,540.0,150000
3101,현대 제네시스 BH380 로얄 VIP 팩,08/03,2008.0,가솔린,,290.0,6.0,36.5,FR,,국산,6021.0,1050.0,170000
3102,현대 벨로스터 터보 D 스펙 DCT,12/06(13년형),2013.0,가솔린,,204.0,4.0,26.9,FF,,국산,2370.0,1430.0,40000
3103,쉐보레 크루즈 5도어 2.0 LTZ 플러스,13/12(14년형),2014.0,디젤,,163.0,4.0,36.7,FF,,국산,2332.0,650.0,70000
3104,기아 더 뉴 모닝 밴 고급형,16/10,2016.0,가솔린,,78.0,,9.6,FF,,국산,1075.0,448.0,70000
3105,기아 더 뉴 K5 2.0 럭셔리 트렌디,15/06,2015.0,가솔린,,172.0,4.0,20.5,FF,,국산,2485.0,100.0,70000
3106,현대 YF쏘나타 2.0 Y20 LPi 프리미어,11/12(12년형),2012.0,LPG,,157.0,,20.0,FF,,국산,,690.0,120000
3107,제네시스 G70 3.3 T-GDi AWD 스포츠 슈프림,18/01,2018.0,가솔린,,370.0,6.0,52.0,AWD,,국산,5410.0,4350.0,20000
3108,기아 더 뉴 스포티지R 2.0 디젤 2WD 럭셔리,15/04,2015.0,디젤,,184.0,4.0,41.0,FF,,국산,2065.0,1750.0,10000
3109,기아 올 뉴 쏘렌토 2.0 디젤 2WD 노블레스,14/09(15년형),2015.0,디젤,,186.0,4.0,41.0,FF,,국산,3135.0,2450.0,60000
3110,기아 뉴 스포티지 TLX 2WD 최고급형,05/06,2005.0,디젤,,115.0,4.0,24.1,FF,,국산,1800.0,370.0,120000
3111,현대 쏘나타 트랜스폼 N20 프리미어 블랙 고급형,08/11(09년형),2009.0,가솔린,,163.0,,20.1,FF,,국산,2400.0,710.0,130000
3112,르노삼성 SM7 뉴 아트 LE23,11/08,2011.0,가솔린,,170.0,6.0,23.0,FF,,국산,3080.0,670.0,120000
3113,기아 그랜드카니발 하이리무진 11인승 GLX,12/09(13년형),2013.0,디젤,,197.0,,43.0,FF,,국산,4541.0,2300.0,80000
3114,르노삼성 QM3 RE,15/11,2015.0,디젤,,90.0,4.0,22.4,FF,,국산,2495.0,1288.0,50000
3115,쌍용 체어맨 CM 500S,03/02,2003.0,가솔린,,197.0,6.0,27.6,FR,,국산,4216.0,240.0,100000
3116,쌍용 액티언 스포츠 AX7 4WD 패션,11/04,2011.0,디젤,,145.0,,31.6,FR,,국산,2390.0,750.0,110000
3117,현대 제네시스 BH330 프리미엄 스페셜 다이내믹 에디션,13/10(14년형),2014.0,가솔린,,300.0,6.0,35.5,FR,,국산,5520.0,1340.0,210000
3118,르노삼성 뉴 SM5  LE,11/07,2011.0,가솔린,,141.0,4.0,19.8,FF,,국산,2550.0,1170.0,70000
3119,기아 모하비 JV300 2WD 최고급형,08/02,2008.0,디젤,,250.0,6.0,55.1,FR,,국산,3562.0,1650.0,120000
3120,기아 올 뉴 모닝 1.0 가솔린 럭셔리 스포츠,12/05,2012.0,가솔린,,82.0,3.0,9.6,FF,,국산,1105.0,620.0,70000
3121,현대 아반떼HD 1.6 VVT S16 럭셔리,07/07,2007.0,가솔린,,121.0,4.0,15.9,FF,,국산,1365.0,490.0,160000
3122,기아 더 뉴 스포티지R 2.0 디젤 2WD 노블레스,14/01,2014.0,디젤,,184.0,4.0,41.0,FF,,국산,2775.0,1980.0,60000
3123,현대 벨로스터 N 2.0 T-GDi 퍼포먼스 패키지,18/12(19년형),2019.0,가솔린,5.0,275.0,,36.0,FF,수동,국산,3165.0,2790.0,10000
3124,현대 아반떼AD 1.6 GDi 모던 스페셜,15/10(16년형),2016.0,가솔린,,132.0,4.0,16.3,FF,,국산,2052.0,810.0,20000
3125,기아 스포티지R 2.0 디젤 2WD TLX 프리미엄,11/02,2011.0,디젤,,184.0,4.0,40.0,FF,,국산,2615.0,1360.0,120000
3126,두성 이동업무차,12/02,2012.0,디젤,,174.0,,41.0,,,국산,,3100.0,20000
3127,기아 K5 2.0 럭셔리,11/05,2011.0,가솔린,,165.0,4.0,20.2,FF,,국산,2495.0,890.0,50000
3128,르노삼성 SM5 뉴 임프레션 LE 익스클루시브,09/01,2009.0,가솔린,,143.0,4.0,20.0,FF,,국산,2460.0,440.0,170000
3129,르노삼성 SM5 뉴 임프레션 LE,07/09(08년형),2008.0,가솔린,,143.0,4.0,20.0,FF,,국산,2390.0,330.0,160000
3130,기아 뉴 오피러스 GH330 최고급형 럭셔리,06/06(07년형),2007.0,가솔린,,247.0,6.0,31.5,FF,,국산,4420.0,699.0,30000
3131,현대 투싼ix 디젤 X20 2WD 디럭스,12/03,2012.0,디젤,,184.0,4.0,39.0,FF,,국산,2047.0,730.0,140000
3132,쉐보레 올란도 2.0 디젤 LT 프리미엄,11/07(12년형),2012.0,디젤,,163.0,4.0,36.7,FF,,국산,2344.0,900.0,130000
3133,기아 올 뉴 모닝 1.0 가솔린 럭셔리,12/08,2012.0,가솔린,,82.0,3.0,9.6,FF,,국산,1176.0,320.0,90000
3134,기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 프레스티지,16/04,2016.0,디젤,,202.0,4.0,45.0,FF,,국산,4985.0,3090.0,50000
3135,쌍용 무쏘 스포츠 290S 최고급형,03/05,2003.0,디젤,,120.0,5.0,25.5,4WD,,국산,2087.0,380.0,220000
3136,기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 프레스티지,16/11(17년형),2017.0,디젤,,202.0,4.0,45.0,FF,,국산,5071.0,4500.0,60000
3137,현대 갤로퍼2 숏바디 이노베이션 밴 터보 엑시드,03/07,2003.0,디젤,,,,,4WD,,국산,,250.0,120000
3138,쉐보레 크루즈 2.0 LTZ 플러스,11/08(12년형),2012.0,디젤,,163.0,4.0,36.7,FF,,국산,2251.0,888.0,90000
3139,현대 제네시스 쿠페 380 GT R,09/02,2009.0,가솔린,,303.0,6.0,36.8,FR,,국산,3392.0,950.0,110000
3140,쉐보레 스파크 LS 스타,13/02,2013.0,가솔린,,70.0,4.0,9.4,FF,,국산,1103.0,750.0,40000
3141,현대 아반떼MD M16 GDi 럭셔리,12/03,2012.0,가솔린,,,4.0,,FF,,국산,1520.0,650.0,120000
3142,기아 올 뉴 모닝 1.0 가솔린 디럭스 스페셜,14/02,2014.0,가솔린,,82.0,3.0,9.6,FF,,국산,1050.0,800.0,30000
3143,기아 스팅어 3.3 T-GDi AWD GT,17/10(18년형),2018.0,가솔린,,370.0,,52.0,AWD,,국산,5110.0,3390.0,50000
3144,현대 더 뉴 그랜드스타렉스 어반 9인승 4WD 익스클루시브,18/02,2018.0,디젤,,175.0,,46.0,4WD,,국산,3205.0,4000.0,10000
3145,쉐보레 크루즈 1.8 LTZ,12/01,2012.0,가솔린,,142.0,4.0,17.9,FF,,국산,1747.0,350.0,110000
3146,현대 뉴 에쿠스 VS 500 프레스티지,11/08(12년형),2012.0,가솔린,,430.0,,52.0,FR,,국산,,1700.0,250000
3147,기아 올 뉴 카니발 2.2 디젤 9인승 프레스티지,14/09(15년형),2015.0,디젤,,202.0,4.0,45.0,FF,,국산,3270.0,2800.0,50000
3148,현대 올 뉴 투싼 2.0 E-VGT 2WD 모던,17/06(18년형),2018.0,디젤,,186.0,4.0,41.0,FF,,국산,2557.0,2220.0,10000
3149,기아 뉴모닝 LX 기본형,08/10(09년형),2009.0,가솔린,5.0,64.0,4.0,8.8,FF,수동,국산,753.0,130.0,140000
3150,현대 아반떼MD M16 GDi 럭셔리,12/06,2012.0,가솔린,,,4.0,,FF,,국산,1520.0,890.0,140000
3151,현대 더 뉴 아반떼 1.6 VGT 프리미엄,13/10(14년형),2014.0,디젤,,128.0,4.0,28.6,FF,,국산,2180.0,1420.0,50000
3152,현대 아반떼HD 1.6 VVT S16 럭셔리,10/01,2010.0,가솔린,,,4.0,,FF,,국산,1465.0,398.0,160000
3153,GM대우 라세티 프리미어 디젤 CDX 고급형,09/07,2009.0,디젤,,150.0,4.0,32.7,FF,,국산,2022.0,830.0,110000
3154,현대 그랜져TG 아제라,07/09(06년형),2006.0,가솔린,,264.0,,35.5,FF,,국산,,620.0,130000
3155,현대 뉴 에쿠스 VS 380 프레스티지 VIPⅡ,09/12(10년형),2010.0,가솔린,,290.0,6.0,36.5,FR,,국산,9940.0,2350.0,150000
3156,현대 LF쏘나타 2.0 LPi 스마트,16/06(17년형),2017.0,LPG,,151.0,,19.8,FF,,국산,,1290.0,80000
3157,기아 올 뉴 카니발 2.2 디젤 7인승 리무진 VIP,16/12(17년형),2017.0,디젤,,202.0,4.0,45.0,FF,,국산,3555.0,2500.0,70000
3158,현대 NF쏘나타 N20 럭셔리 기본형,07/01,2007.0,가솔린,,144.0,4.0,23.0,FF,,국산,1919.0,590.0,120000
3159,기아 올 뉴 모닝 1.0 가솔린 스마트,14/02,2014.0,가솔린,5.0,82.0,3.0,9.6,FF,수동,국산,911.0,390.0,60000
3160,르노삼성 SM7 뉴 아트 LE23,10/10(11년형),2011.0,가솔린,,170.0,6.0,23.0,FF,,국산,3080.0,890.0,110000
3161,쌍용 액티언 스포츠 AX7 4WD 패션,07/07(08년형),2008.0,디젤,,145.0,,31.6,FR,,국산,2390.0,699.0,200000
3162,기아 더 뉴 스포티지R 2.0 디젤 2WD 노블레스,15/06(16년형),2016.0,디젤,,184.0,4.0,41.0,FF,,국산,2785.0,1670.0,60000
3163,현대 아반떼MD M16 GDi 탑,11/03,2011.0,가솔린,,140.0,4.0,16.9,FF,,국산,1890.0,720.0,80000
3164,현대 YF쏘나타 2.0 Y20 LPi 프리미어 장애인용,10/01,2010.0,LPG,,157.0,,20.0,FF,,국산,,1490.0,100000
3165,르노삼성 SM7 뉴 아트 LE23,08/09,2008.0,가솔린,,170.0,6.0,23.0,FF,,국산,3100.0,450.0,120000
3166,현대 아반떼MD M16 GDi 럭셔리,12/10(13년형),2013.0,가솔린,,,4.0,,FF,,국산,1520.0,999.0,70000
3167,기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스,17/08(18년형),2018.0,디젤,,202.0,4.0,45.0,FF,,국산,5544.0,4800.0,10000
3168,현대 제네시스 쿠페 200 터보 P,09/03,2009.0,가솔린,,210.0,4.0,30.5,FR,,국산,2641.0,830.0,120000
3169,쌍용 뉴 코란도 C 2.0 디젤 AWD CVS 최고급형,14/11(15년형),2015.0,디젤,5.0,149.0,4.0,36.7,4WD,수동,국산,2406.0,1390.0,60000
3170,기아 K7 VG270 LPI 프레스티지 프리미엄,10/02,2010.0,LPG,,165.0,,25.0,FF,,국산,,399.0,330000
3171,기아 뉴 쏘렌토R 디젤 2.0 2WD 프레스티지,13/09(14년형),2014.0,디젤,,184.0,4.0,41.0,FF,,국산,2965.0,1950.0,60000
3172,현대 베라크루즈 2WD 300VX 모젠 팩,11/08,2011.0,디젤,,245.0,6.0,46.0,FF,,국산,4147.0,800.0,100000
3173,현대 YF쏘나타 2.4 F24 GDI 최고급형,10/10(11년형),2011.0,가솔린,,201.0,4.0,25.5,FF,,국산,3000.0,1180.0,130000
3174,현대 제네시스 쿠페 200 터보 P,11/01,2011.0,가솔린,4.0,210.0,4.0,30.5,FR,수동,국산,2723.0,600.0,200000
3175,현대 뉴 에쿠스 VS 380 프레스티지,12/04,2012.0,가솔린,,334.0,6.0,40.3,FR,,국산,8590.0,2950.0,70000
