모델명,연식,최대출력(마력),기통,최대토크(kgm),신차가(만원),가격(만원),주행거리,구동방식
현대 에쿠스 GS 300 밸류,2000.0,194.0,6.0,25.8,3590.0,290.0,170000,0
기아 올 뉴 쏘렌토 2.0 디젤 2WD 프레스티지,2015.0,186.0,4.0,41.0,2985.0,2050.0,40000,0
기아 더 뉴 K7 3.3 GDI 노블레스,2013.0,294.0,6.0,35.3,4194.0,1490.0,130000,0
기아 뉴 카렌스 2.0 LPI GX 고급형,2007.0,136.0,4.0,18.9,1645.0,420.0,180000,0
기아 레이 1.0 바이퓨얼 럭셔리,2012.0,78.0,3.0,9.6,1505.0,640.0,100000,0
기아 레이 1.0 가솔린 럭셔리,2012.0,78.0,3.0,9.6,1375.0,999.0,30000,0
기아 K5 2.0 터보 노블레스,2012.0,271.0,4.0,37.1,2945.0,1290.0,170000,0
기아 포르테 하이브리드 LPI HEV 고급형,2013.0,114.0,4.0,15.1,2242.0,698.0,70000,0
기아 K5 2.0 노블레스,2013.0,172.0,4.0,20.5,2795.0,890.0,150000,0
르노삼성 SM7 노바 RE35,2015.0,258.0,6.0,33.8,3870.0,2500.0,10000,0
현대 뉴 에쿠스 VS 380 프레스티지,2012.0,334.0,6.0,40.3,8590.0,9999.0,160000,1
쉐보레 스파크 LT,2012.0,70.0,4.0,9.4,1143.0,320.0,80000,0
맥스 카니발 리무진,2017.0,280.0,6.0,34.7,5399.0,3490.0,50000,0
쉐보레 스파크 LS 스타,2012.0,70.0,4.0,9.4,1098.0,530.0,80000,0
기아 더 뉴 스포티지R 2.0 디젤 2WD 프레스티지,2014.0,184.0,4.0,41.0,2565.0,1930.0,50000,0
기아 K3 1.6 GDI 노블레스,2013.0,140.0,4.0,16.9,1975.0,520.0,70000,0
GM대우 라세티 프리미어 디젤 CDX 고급형,2010.0,150.0,4.0,32.7,2110.0,550.0,130000,0
기아 모하비 KV460 4WD 최고급형,2012.0,340.0,8.0,44.4,4855.0,3300.0,20000,2
현대 i30 1.6 VGT 럭셔리,2008.0,117.0,4.0,26.5,1803.0,620.0,120000,0
현대 YF쏘나타 2.0 Y20 프리미어 고급형,2010.0,165.0,4.0,20.2,2490.0,760.0,90000,0
기아 더 뉴 모하비 3.0 디젤 상시4WD 프레지던트,2017.0,260.0,6.0,56.1,4680.0,4690.0,6,2
현대 LF쏘나타 2.0 CVVL 프리미엄,2015.0,168.0,4.0,20.5,2860.0,1320.0,90000,0
현대 아반떼HD 1.6 VVT S16 럭셔리,2007.0,121.0,4.0,15.9,1365.0,370.0,180000,0
현대 제네시스 BH330 프리미엄 다이내믹 에디션,2014.0,300.0,6.0,35.5,5126.0,1990.0,120000,1
현대 그랜저 뉴 럭셔리 Q270 럭셔리 스마트팩,2009.0,195.0,6.0,25.5,3362.0,1190.0,140000,0
현대 제네시스 쿠페 200 터보 R,2009.0,210.0,4.0,30.5,2942.0,690.0,110000,1
기아 더 뉴 스포티지R 2.0 디젤 2WD 트렌디,2015.0,184.0,4.0,41.0,2405.0,1480.0,90000,0
현대 투싼ix 디젤 LX20 2WD 스마트 팩,2013.0,184.0,4.0,40.0,2554.0,930.0,130000,0
르노삼성 SM7 VQ35 RE,2005.0,217.0,6.0,31.9,3510.0,249.0,130000,0
쌍용 체어맨W CW700 슈프림,2008.0,250.0,6.0,35.0,6850.0,790.0,220000,1
현대 제네시스 쿠페 200 터보 R,2010.0,210.0,4.0,30.5,2942.0,1290.0,110000,1
기아 레이 1.0 터보 프레스티지,2013.0,106.0,3.0,14.0,1574.0,1250.0,60000,0
현대 i30 1.6 VVT 프리미어,2009.0,124.0,4.0,15.9,1743.0,350.0,120000,0
현대 제네시스 쿠페 380 GT P,2010.0,303.0,6.0,36.8,3042.0,699.0,120000,1
현대 베라크루즈 2WD 300VX 프리미어,2008.0,245.0,6.0,46.0,4229.0,1380.0,160000,0
현대 아반떼AD 1.6 e-VGT 스타일,2017.0,136.0,4.0,26.5,1640.0,1240.0,40000,0
쉐보레 더 넥스트 스파크 1.0 LT 플러스,2016.0,75.0,4.0,9.6,1136.0,500.0,40000,0
기아 K7 VG270 럭셔리,2011.0,200.0,6.0,26.0,3340.0,958.0,90000,0
현대 뉴 에쿠스 VS 380 프라임 VIP팩,2011.0,290.0,6.0,36.5,7980.0,2200.0,100000,1
르노삼성 SM7 뉴 아트 RE23,2011.0,170.0,6.0,23.0,3270.0,1250.0,120000,0
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,490.0,130000,1
기아 K7 VG270 럭셔리,2010.0,200.0,6.0,26.0,3330.0,1180.0,120000,0
르노삼성 SM7 VQ23 LE,2007.0,170.0,6.0,23.0,2930.0,390.0,170000,0
기아 뉴 오피러스 GH330 최고급형 럭셔리,2007.0,247.0,6.0,31.5,4420.0,890.0,150000,0
기아 스포티지R 2.0 디젤 2WD TLX 프리미엄,2012.0,184.0,4.0,40.0,2615.0,1290.0,120000,0
기아 K7 하이브리드 700h 프레스티지,2014.0,199.0,4.0,26.7,3738.0,2330.0,60000,0
쉐보레 말리부 2.0 LTZ,2012.0,141.0,6.0,18.8,2831.0,990.0,90000,0
현대 그랜져HG 300 익스클루시브,2016.0,270.0,6.0,31.5,3628.0,2290.0,70000,0
기아 더 뉴 카니발 3.3 가솔린 9인승 하이리무진 노블레스 스페셜,2019.0,280.0,6.0,34.7,5521.0,4400.0,20000,0
기아 더 뉴 K9 3.8 GDI 이그제큐티브,2015.0,334.0,6.0,40.3,5680.0,4000.0,30000,1
기아 K5 2세대 2.0 가솔린 MX 프레스티지,2017.0,168.0,4.0,20.5,2505.0,1895.0,10000,0
기아 올 뉴 카니발 2.2 디젤 9인승 프레스티지,2015.0,202.0,4.0,45.0,3270.0,2050.0,100000,0
현대 뉴 에쿠스 VS 460 프레스티지,2010.0,366.0,8.0,44.8,10900.0,1790.0,150000,1
기아 K5 2.0 럭셔리,2011.0,165.0,4.0,20.2,2495.0,1550.0,50000,0
기아 뉴 오피러스 GH330 고급형,2008.0,247.0,6.0,31.5,3900.0,370.0,120000,0
기아 더 뉴 K3 1.6 GDi 트렌디 C,2016.0,132.0,4.0,16.3,1823.0,1120.0,80000,0
현대 그랜져HG 240 모던,2016.0,190.0,4.0,25.5,2988.0,2500.0,10000,0
기아 K9 3.8 GDI 프레지던트,2013.0,334.0,6.0,40.3,8538.0,1950.0,140000,1
현대 LF쏘나타 2.0 T-GDi 익스클루시브,2015.0,245.0,4.0,36.0,3210.0,2690.0,40000,0
기아 뉴모닝 LX 고급형,2008.0,64.0,4.0,8.8,787.0,300.0,110000,0
현대 제네시스 쿠페 380 GT R,2009.0,303.0,6.0,36.8,3392.0,1150.0,90000,1
기아 올 뉴 쏘렌토 2.2 디젤 4WD 노블레스 스페셜,2016.0,202.0,4.0,45.0,3575.0,2090.0,110000,2
기아 올 뉴 쏘울 1.6 GDI 트렌디,2016.0,132.0,4.0,16.3,1693.0,1300.0,20000,0
GM대우 라세티 프리미어 SX 고급형,2009.0,114.0,4.0,15.5,1607.0,750.0,130000,0
현대 제네시스 BH330 그랜드,2010.0,262.0,6.0,32.1,4149.0,890.0,220000,1
현대 테라칸 2.9 CRDi 디젤 JX290 4WD 기본형,2005.0,150.0,4.0,34.0,2406.0,790.0,260000,2
현대 뉴 제네시스 G330 프리미엄 AWD,2015.0,282.0,6.0,35.4,5401.0,4299.0,10000,3
현대 제네시스 쿠페 380 GT R,2009.0,303.0,6.0,36.8,3392.0,1270.0,100000,1
현대 그랜져HG 300 노블,2012.0,270.0,6.0,31.5,3527.0,1370.0,90000,0
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,1520.0,70000,1
현대 벨로스터 터보 D 스펙,2014.0,204.0,4.0,26.9,2130.0,690.0,40000,0
현대 싼타페DM 2.0 VGT 4WD 익스클루시브,2015.0,184.0,4.0,41.0,3408.0,2300.0,30000,2
현대 테라칸 2.9 CRDi 디젤 JX290 4WD 골드 최고급형 블랙스페셜,2006.0,174.0,4.0,36.0,2903.0,530.0,280000,2
르노삼성 뉴 SM5 LE,2006.0,140.0,4.0,18.8,2220.0,250.0,160000,0
현대 YF쏘나타 2.4 F24 GDI 최고급형,2010.0,201.0,4.0,25.5,2992.0,700.0,130000,0
기아 레이 1.0 가솔린 럭셔리,2015.0,78.0,3.0,9.6,1426.0,800.0,10000,0
르노삼성 SM7 뉴 아트 RE23,2008.0,170.0,6.0,23.0,3210.0,1090.0,190000,0
기아 스포티지 4세대 1.7 디젤 2WD 노블레스,2016.0,141.0,4.0,34.7,2449.0,1850.0,40000,0
기아 그랜드카니발 GX 그랜드팩,2006.0,170.0,4.0,36.0,2170.0,1170.0,120000,0
기아 카니발 9인승 파크 2.9 디젤,2000.0,135.0,4.0,31.5,1810.0,99.0,370000,0
현대 YF쏘나타 2.0 Y20 프리미어 최고급형,2010.0,165.0,4.0,20.2,2580.0,699.0,110000,0
쌍용 렉스턴W RX7 2WD 럭셔리,2013.0,155.0,4.0,36.7,2972.0,630.0,300000,0
기아 올 뉴 K7 2.4 GDi 프레스티지,2016.0,190.0,4.0,24.6,3090.0,3220.0,218,0
기아 뉴 쏘렌토 7인승 2.5 VGT TLX 4WD 최고급형,2007.0,178.0,4.0,41.0,3124.0,490.0,100000,2
기아 쏘렌토 2.5 리미티드 4WD,2003.0,145.0,4.0,33.0,2950.0,350.0,220000,3
현대 벨로스터 터보 D 스펙,2013.0,204.0,4.0,26.9,2130.0,1450.0,60000,0
현대 더 뉴 그랜드스타렉스 어반 9인승 2WD 익스클루시브,2019.0,175.0,4.0,46.0,3015.0,3200.0,8000,1
현대 NF쏘나타 N20 럭셔리 기본형,2007.0,144.0,4.0,23.0,1919.0,590.0,120000,0
현대 제네시스 쿠페 200 터보 D,2011.0,210.0,4.0,30.5,2417.0,899.0,140000,1
기아 스포티지R 2.0 디젤 2WD TLX 프리미엄,2013.0,184.0,4.0,40.0,2625.0,1240.0,110000,0
기아 스포티지 4세대 2.0 디젤 2WD 노블레스 스페셜,2016.0,186.0,4.0,41.0,2842.0,1930.0,30000,0
현대 베라크루즈 2WD 300VX 럭셔리,2008.0,240.0,6.0,46.0,3687.0,820.0,310000,0
현대 그랜져TG Q270 럭셔리,2006.0,195.0,6.0,25.6,2971.0,400.0,190000,0
현대 그랜져HG 240 럭셔리,2012.0,201.0,4.0,25.5,2994.0,1880.0,90000,0
현대 아반떼MD M16 GDi 모던,2013.0,140.0,4.0,16.9,1860.0,1190.0,40000,0
기아 스포티지R 2.0 디젤 2WD TLX 최고급형,2012.0,184.0,4.0,40.0,2499.0,1750.0,70000,0
기아 K5 2.0 프레스티지,2011.0,165.0,4.0,20.2,2595.0,790.0,120000,0
기아 모하비 QV300 4WD 최고급형,2010.0,250.0,6.0,55.1,4315.0,2210.0,100000,2
현대 뉴 에쿠스 VS 380 모던,2015.0,334.0,6.0,40.3,6783.0,3250.0,40000,1
쌍용 코란도 투리스모 2.0 디젤 4WD GT 11인승,2014.0,155.0,4.0,36.7,3251.0,1380.0,90000,2
현대 제네시스 BH330 럭셔리,2011.0,262.0,6.0,32.1,4724.0,1580.0,140000,1
현대 제네시스 쿠페 380 GT P,2010.0,303.0,6.0,36.8,3042.0,920.0,140000,1
현대 제네시스 쿠페 200 터보 P,2011.0,210.0,4.0,30.5,2723.0,1320.0,70000,1
기아 모하비 KV300 4WD 상시4WD,2014.0,260.0,6.0,56.0,4625.0,3590.0,20000,2
현대 뉴 에쿠스 VL 500 프레스티지,2014.0,416.0,8.0,52.0,14672.0,3150.0,110000,1
제네시스 EQ900 3.8 GDi AWD 프리미엄 럭셔리,2016.0,315.0,6.0,40.5,8740.0,6200.0,40000,3
기아 뉴 오피러스 GH330 프리미엄,2008.0,247.0,6.0,31.5,4860.0,690.0,220000,0
현대 엑센트 1.6 VGT 위트 모던,2016.0,136.0,4.0,30.6,1796.0,830.0,70000,0
현대 그랜져HG 300 익스클루시브,2014.0,270.0,6.0,31.5,3595.0,1560.0,70000,0
기아 K5 2.0 프레스티지,2011.0,165.0,4.0,20.2,2595.0,1050.0,120000,0
현대 뉴 제네시스 G330 프리미엄 AWD,2016.0,282.0,6.0,35.4,5401.0,3799.0,50000,3
현대 제네시스 쿠페 200 터보 RW,2010.0,210.0,4.0,30.5,3136.0,800.0,140000,1
현대 에쿠스 JS 330 럭셔리,2006.0,247.0,6.0,31.5,4887.0,330.0,170000,0
현대 더 럭셔리 그랜져 Q270 24주년 스페셜에디션 럭셔리II,2010.0,195.0,6.0,25.5,3276.0,770.0,130000,0
기아 올 뉴 쏘렌토 2.0 디젤 4WD 노블레스,2015.0,186.0,4.0,41.0,3345.0,2299.0,30000,2
르노삼성 SM7 VQ23 XE,2006.0,170.0,6.0,23.0,2750.0,390.0,180000,0
현대 베라크루즈 4WD 300VXL 프리미엄,2011.0,245.0,6.0,46.0,4564.0,1990.0,100000,2
기아 더 뉴 카니발 2.2 디젤 9인승 노블레스 스페셜,2019.0,202.0,4.0,45.0,3920.0,3950.0,3000,0
현대 제네시스 쿠페 200 터보 P,2011.0,210.0,4.0,30.5,2723.0,999.0,120000,1
현대 그랜저 뉴 럭셔리 Q270 프리미어 스마트팩,2009.0,195.0,6.0,25.5,3598.0,860.0,140000,0
기아 K3 1.6 GDI 트렌디,2013.0,140.0,4.0,16.9,1788.0,590.0,70000,0
현대 뉴 에쿠스 VS 380 프레스티지,2015.0,334.0,6.0,40.3,10347.0,6050.0,30000,1
기아 레이 1.0 가솔린 럭셔리,2013.0,78.0,3.0,9.6,1375.0,690.0,40000,0
현대 아반떼HD 1.6 VVT X16 프리미어,2010.0,124.0,4.0,15.9,1584.0,499.0,130000,0
현대 싼타페CM 2.2 VGT MLX 2WD 최고급형,2006.0,153.0,4.0,35.0,2812.0,595.0,210000,0
현대 투스카니 2.0 GL 고급형,2005.0,143.0,4.0,19.0,1282.0,330.0,180000,0
기아 K5 2.0 터보 프레스티지,2012.0,271.0,4.0,37.1,2815.0,799.0,130000,0
기아 더 뉴 K7 3.0 GDI 프레스티지,2013.0,270.0,6.0,31.6,3430.0,1690.0,120000,0
현대 제네시스 쿠페 200 터보 RW,2010.0,210.0,4.0,30.5,3136.0,830.0,80000,1
르노삼성 SM3 네오 RE,2016.0,117.0,4.0,16.1,1998.0,1050.0,30000,0
기아 올 뉴 카니발 2.2 디젤 9인승 프레스티지,2015.0,202.0,4.0,45.0,3270.0,1440.0,180000,0
현대 뉴 제네시스 G330 프리미엄 AWD,2016.0,282.0,6.0,35.4,5401.0,4400.0,40000,3
쉐보레 더 넥스트 스파크 1.0 에코 LT 플러스,2016.0,75.0,4.0,9.7,1401.0,690.0,30000,0
기아 K5 2세대 1.7 디젤 MX 노블레스,2016.0,141.0,4.0,34.7,2920.0,1250.0,10000,0
기아 더 뉴 니로 1.6 GDI HEV 프레스티지,2020.0,141.0,4.0,27.0,2708.0,2310.0,10000,0
현대 뉴 에쿠스 VL 500 프레스티지 리무진,2010.0,400.0,8.0,51.0,14600.0,2450.0,130000,1
현대 뉴 에쿠스 VS 500 프레스티지,2014.0,416.0,8.0,52.0,11193.0,3650.0,130000,1
기아 레이 1.0 가솔린 디럭스 스페셜,2015.0,78.0,3.0,9.6,1310.0,648.0,80000,0
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,890.0,50000,1
쉐보레 더 넥스트 스파크 1.0 LTZ,2017.0,75.0,4.0,9.7,1291.0,690.0,70000,0
르노삼성 뉴 SM5 LE,2007.0,140.0,4.0,18.8,2270.0,370.0,140000,0
현대 싼타페 더 프라임 2.0 디젤 2WD 익스클루시브,2016.0,186.0,4.0,41.0,3198.0,2290.0,60000,0
기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스,2015.0,202.0,4.0,45.0,5415.0,3790.0,120000,0
기아 포르테 1.6 GDI 럭셔리,2011.0,140.0,4.0,16.9,1500.0,680.0,90000,0
현대 제네시스 BH330 프리미엄,2013.0,300.0,6.0,35.5,5030.0,2340.0,70000,1
기아 더 뉴 스포티지R 2.0 디젤 2WD 프레스티지,2014.0,184.0,4.0,41.0,2565.0,1390.0,110000,0
현대 그랜져HG 240 모던,2016.0,190.0,4.0,25.5,2988.0,2299.0,20000,0
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,899.0,100000,1
현대 NF쏘나타 N20 럭셔리 고급형,2006.0,144.0,4.0,23.0,2023.0,690.0,90000,0
기아 모하비 KV300 4WD 최고급형,2008.0,250.0,6.0,55.1,4342.0,2570.0,140000,2
기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스,2016.0,202.0,4.0,45.0,5415.0,3790.0,50000,0
기아 스포티지R 2.0 디젤 2WD TLX 최고급형,2013.0,184.0,4.0,40.0,2499.0,1730.0,80000,0
기아 올 뉴 K3 1.6 T-GDI 5도어 GT 베이직,2020.0,204.0,4.0,27.0,2224.0,2200.0,6000,0
기아 K3 1.6 GDI 프레스티지,2015.0,140.0,4.0,16.9,1895.0,1470.0,20000,0
기아 더 프레스티지 K7 2.4 GDI 럭셔리,2012.0,201.0,4.0,25.5,2999.0,1080.0,150000,0
르노삼성 뉴 QM5 디젤 4WD RE,2012.0,150.0,4.0,32.6,3215.0,882.0,100000,2
르노삼성 SM3 LE 16,2005.0,105.0,4.0,13.8,1288.0,180.0,120000,0
GM대우 마티즈 크리에이티브 그루브 스타,2010.0,70.0,4.0,9.4,1089.0,570.0,100000,0
현대 그랜져HG 240 모던,2012.0,190.0,4.0,25.5,2976.0,1860.0,100000,0
기아 K7 VG350 노블레스,2011.0,290.0,6.0,34.5,3875.0,550.0,130000,0
현대 제네시스 BH380 로얄 VIP 팩,2008.0,290.0,6.0,36.5,6021.0,990.0,240000,1
기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 프레스티지,2016.0,202.0,4.0,45.0,4985.0,5850.0,30000,0
기아 뉴 쏘렌토R 디젤 2.2 2WD 프레스티지,2014.0,200.0,4.0,44.5,3129.0,1220.0,170000,0
르노삼성 뉴 QM5 가솔린 2WD RE25,2013.0,171.0,4.0,23.0,2786.0,1500.0,60000,0
기아 뉴 오피러스 GH330 최고급형 럭셔리,2008.0,247.0,6.0,31.5,4440.0,590.0,230000,0
현대 제네시스 쿠페 200 터보 R,2011.0,210.0,4.0,30.5,3022.0,860.0,110000,1
현대 더 뉴 아반떼 1.6 GDi 모던,2015.0,140.0,4.0,16.9,1910.0,960.0,70000,0
기아 오피러스 GH270 고급형,2005.0,182.0,6.0,24.7,3055.0,240.0,140000,0
기아 올 뉴 카니발 2.2 디젤 9인승 프레스티지,2017.0,202.0,4.0,45.0,3340.0,1990.0,50000,0
기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스,2016.0,202.0,4.0,45.0,5415.0,4350.0,40000,0
쉐보레 카마로 SS 6.2 V8,2017.0,453.0,8.0,62.9,5098.0,2800.0,40000,1
기아 더 뉴 K5 2.0 트렌디,2014.0,172.0,4.0,20.5,2470.0,990.0,110000,0
현대 뉴 투스카니 2.0 GTS 프리미엄 사운드팩,2007.0,143.0,4.0,19.0,1953.0,440.0,90000,0
현대 뉴 i30 1.6 VGT 익스트림,2012.0,128.0,4.0,26.5,2205.0,960.0,120000,0
현대 제네시스 쿠페 200 터보 R,2010.0,210.0,4.0,30.5,2942.0,1230.0,110000,1
기아 모하비 KV300 4WD 상시4WD,2013.0,260.0,6.0,56.0,4496.0,3350.0,40000,2
현대 제네시스 쿠페 380 GT R,2009.0,303.0,6.0,36.8,3392.0,1300.0,110000,1
기아 더 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스 스페셜,2019.0,202.0,4.0,45.0,5606.0,4290.0,30000,0
현대 투싼ix 디젤 LX20 2WD 모던,2014.0,184.0,4.0,40.0,2560.0,650.0,190000,0
현대 아반떼AD 1.6 e-VGT 스마트 스페셜,2016.0,136.0,4.0,26.5,2128.0,1550.0,50000,0
기아 뉴 오피러스 GH330 프리미엄,2007.0,247.0,6.0,31.5,4840.0,399.0,240000,0
기아 뉴 오피러스 GH330 고급형,2008.0,247.0,6.0,31.5,3900.0,400.0,110000,0
현대 벨로스터 터보 D 스펙,2015.0,204.0,4.0,26.9,2190.0,790.0,90000,0
현대 아슬란 G300 모던,2015.0,270.0,6.0,31.5,3990.0,1000.0,140000,0
현대 올 뉴 투싼 1.7 E-VGT 2WD 모던,2016.0,141.0,4.0,34.7,2550.0,1880.0,60000,0
현대 그랜져TG Q270 럭셔리,2008.0,195.0,6.0,25.6,2971.0,830.0,220000,0
쌍용 뉴체어맨 CM600L 리무진,2006.0,220.0,6.0,32.0,6933.0,548.0,210000,1
기아 올 뉴 모닝 1.0 가솔린 럭셔리,2012.0,82.0,3.0,9.6,1176.0,280.0,40000,0
현대 더 뉴 아반떼 1.6 VGT 모던,2015.0,128.0,4.0,28.6,2110.0,1150.0,90000,0
기아 로체 이노베이션 2.0 LEX 프리미엄 스페셜,2009.0,163.0,4.0,20.1,2402.0,670.0,110000,0
현대 아반떼AD 1.6 T-GDi 스포츠 M/T,2018.0,204.0,4.0,26.9,1965.0,1650.0,70000,0
현대 뉴 에쿠스 VS 380 익스클루시브,2014.0,334.0,6.0,40.3,8897.0,3399.0,40000,1
현대 쏘나타 트랜스폼 N20 프리미어 블랙 최고급형,2009.0,163.0,4.0,20.1,2464.0,399.0,160000,0
르노삼성 뉴 SM5 XE,2005.0,140.0,4.0,18.8,2030.0,230.0,170000,0
기아 올 뉴 쏘렌토 2.2 디젤 4WD 노블레스 스페셜,2016.0,202.0,4.0,45.0,3575.0,1670.0,70000,2
현대 제네시스 쿠페 380 GT RW,2010.0,303.0,6.0,36.8,3428.0,890.0,130000,1
현대 제네시스 쿠페 380 GT P,2009.0,303.0,6.0,36.8,3042.0,1320.0,80000,1
기아 K5 2.0 터보 프레스티지,2013.0,271.0,4.0,37.1,2850.0,1350.0,90000,0
쌍용 티볼리 아머 1.6 가솔린 2WD 기어 에디션,2018.0,126.0,4.0,16.0,2195.0,1700.0,8000,0
현대 투싼ix 디젤 LX20 2WD 럭셔리,2012.0,184.0,4.0,40.0,2531.0,1250.0,80000,0
현대 그랜져TG L330 탑 메모리팩,2006.0,233.0,6.0,31.0,3684.0,480.0,120000,0
현대 뉴 투싼ix 2.0 디젤 2WD 프리미엄,2014.0,184.0,4.0,40.0,2750.0,800.0,160000,0
GM대우 All New 마티즈 SE 기본형,2008.0,52.0,3.0,7.4,713.0,220.0,100000,0
현대 제네시스 쿠페 380 GT R,2010.0,303.0,6.0,36.8,3392.0,1190.0,120000,1
현대 벨로스터 터보 D 스펙 ,2014.0,204.0,4.0,26.9,2130.0,1150.0,50000,0
르노삼성 SM7 VQ23 LE,2006.0,170.0,6.0,23.0,2840.0,900.0,70000,0
현대 제네시스 쿠페 380 GT P,2009.0,303.0,6.0,36.8,3042.0,860.0,70000,1
현대 NF쏘나타 N20 프리미어 기본형,2005.0,144.0,4.0,19.2,2060.0,690.0,170000,0
기아 뉴 쏘렌토R 디젤 2.0 2WD 리미티드,2013.0,184.0,4.0,41.0,3135.0,1670.0,100000,0
현대 뉴 제네시스 G330 프리미엄,2016.0,282.0,6.0,35.4,5255.0,2850.0,30000,1
기아 쏘렌토R 2.0 TLX 2WD 최고급형,2010.0,184.0,4.0,40.0,2791.0,1500.0,80000,0
르노삼성 SM5 뉴 임프레션 SE 플러스,2008.0,143.0,4.0,20.0,2220.0,470.0,210000,0
현대 제네시스 쿠페 380 GT P,2009.0,303.0,6.0,36.8,3042.0,590.0,130000,1
기아 더 뉴 K9 3.3 GDI 이그제큐티브,2017.0,300.0,6.0,35.5,5330.0,4099.0,30000,1
현대 더 뉴 제네시스 쿠페 200 터보 S,2014.0,275.0,4.0,38.0,3105.0,1730.0,90000,1
기아 K3 1.6 GDI 노블레스,2014.0,140.0,4.0,16.9,1999.0,630.0,80000,0
르노삼성 뉴 SM5 LE,2007.0,140.0,4.0,18.8,2270.0,800.0,100000,0
쉐보레 크루즈 1.8 LT 플러스,2012.0,142.0,4.0,17.9,1814.0,650.0,60000,0
쌍용 렉스턴W RX7 4WD 럭셔리,2014.0,155.0,4.0,36.7,3164.0,1950.0,40000,2
기아 K3 1.6 GDI 노블레스,2013.0,140.0,4.0,16.9,1975.0,1190.0,60000,0
현대 제네시스 쿠페 200 터보 D,2011.0,210.0,4.0,30.5,2417.0,470.0,120000,1
쌍용 체어맨H 500S 고급형,2008.0,197.0,6.0,27.0,3537.0,500.0,150000,1
현대 NF쏘나타 N20 엘레강스 스페셜 기본형,2006.0,144.0,4.0,23.0,2010.0,419.0,160000,0
기아 올 뉴 카니발 2.2 디젤 9인승 럭셔리,2018.0,202.0,4.0,45.0,3045.0,2550.0,20000,0
쉐보레 크루즈 1.8 LTZ 플러스,2013.0,142.0,4.0,17.9,2042.0,850.0,50000,0
기아 스포티지 4세대 1.7 디젤 2WD 노블레스,2016.0,141.0,4.0,34.7,2449.0,2000.0,7000,0
제네시스 G80 3.3 GDi AWD 럭셔리,2017.0,282.0,6.0,35.4,4810.0,3850.0,20000,3
현대 그랜져HG 300 프리미엄,2014.0,270.0,6.0,31.5,3273.0,1590.0,60000,0
현대 그랜저 뉴 럭셔리 Q270 럭셔리,2009.0,195.0,6.0,25.5,3127.0,560.0,190000,0
현대 제네시스 쿠페 380 GT R,2009.0,303.0,6.0,36.8,3392.0,1250.0,110000,1
기아 K5 2.0 프레스티지,2013.0,172.0,4.0,20.5,2636.0,1230.0,40000,0
기아 더 뉴 카니발 2.2 디젤 9인승 프레스티지,2019.0,202.0,4.0,45.0,3470.0,3300.0,1000,0
기아 뉴 카렌스 2.0 LPI GX 고급형,2009.0,141.0,4.0,19.0,1645.0,450.0,120000,0
현대 제네시스 BH330 럭셔리 프라임팩,2009.0,262.0,6.0,32.1,4898.0,890.0,230000,1
쉐보레 트랙스 1.4 LTZ,2014.0,140.0,4.0,20.4,2289.0,1650.0,10000,0
쌍용 뉴체어맨 CM700L 리무진 ,2006.0,248.0,6.0,35.0,7750.0,900.0,180000,1
현대 i30 1.6 VGT 럭셔리,2011.0,117.0,4.0,26.5,1880.0,330.0,200000,0
쉐보레 더 넥스트 스파크 1.0 LT,2016.0,75.0,4.0,9.6,1136.0,620.0,60000,0
현대 제네시스 쿠페 380 GT P,2010.0,303.0,6.0,36.8,3042.0,1320.0,70000,1
기아 스포티지R 2.0 T-GDI 2WD 리미티드,2012.0,261.0,4.0,37.1,2710.0,1490.0,90000,0
현대 제네시스 쿠페 200 터보 R,2009.0,210.0,4.0,30.5,2942.0,799.0,110000,1
쉐보레 스파크 LS 스타,2013.0,70.0,4.0,9.4,1103.0,490.0,80000,0
기아 올 뉴 쏘렌토 2.2 디젤 4WD 노블레스 스페셜,2015.0,202.0,4.0,45.0,3575.0,2190.0,70000,2
쉐보레 스파크 L,2014.0,70.0,4.0,9.4,907.0,320.0,70000,0
기아 K9 3.3 GDI 이그제큐티브,2014.0,300.0,6.0,35.5,5590.0,2300.0,90000,1
기아 더 뉴 K5 2.0 럭셔리 트렌디,2014.0,172.0,4.0,20.5,2485.0,1190.0,80000,0
현대 제네시스 쿠페 380 GT R,2009.0,303.0,6.0,36.8,3392.0,1550.0,90000,1
기아 뉴 스포티지 TLX 2WD 고급형,2005.0,115.0,4.0,24.1,1724.0,319.0,210000,0
쉐보레 크루즈 2.0 LTZ 플러스,2014.0,163.0,4.0,36.7,2307.0,1390.0,30000,0
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,470.0,140000,1
GM대우 윈스톰 LT 7인승 2WD 최고급형,2007.0,145.0,4.0,31.6,2609.0,470.0,80000,0
